U,L
"and now this year, you have got the Victoria Christmas special. Yeah.",respond.agree
"Is it weird, because you're at home -",open.question
does everybody have to stop and watch you on telly?,open.question
I think my family thought this year was going to be a break...,respond.agree
..and now it's the Christmas special.,respond.agree
Do you watch it or do you kind of Sky Plus it,open.question
and then come back to it?,open.question
"My grandma will always watch it unless Wimbledon's on,",respond.agree
and then I get Sky Plussed all of the time...,respond.agree
"..and then we usually go 50-50,",give.opinion
so you kind of get the drunk games room,give.opinion
and then my grandparents watching the telly. Aww.,give.opinion
"Or it gets to, like, the heat of the moment",give.opinion
and Matt Smith is about to die on Doctor Who,give.opinion
and suddenly my niece Millie,give.opinion
will do a little dance in front of the telly.,give.opinion
"Get out of the way! I'm going to put this down, in case...",give.opinion
"I'll hold that for you, darling.",use.social.convention
"Absolutely delicious, but I'm so scared what might happen.",give.opinion
"OK. There we go. Actually, it's hitting me already.",respond.agree
I'm like...,give.opinion
"Girl, that's a pretty dress you've got on!",give.opinion
Has that got a little kick to it?,closed.question
"Yeah. No, no, it's a glow.",respond.agree
It makes everyone nicer.,give.opinion
Let's start with our first Christmas treat -,give.opinion
Will Smith's movie Bright.,give.opinion
"Now, this started streaming today on Netflix.",give.opinion
"It's one of those films, it's like nothing you've seen before.",give.opinion
It is when genres collide. Yes.,give.opinion
But you've got a very good way of describing it to people.,open.question
"Yeah, Bright is... It's out today, that's right, I like that. So...",respond.agree
What the hell are you all doing here?!,relax.atmosphere
LAUGHTER,use.social.convention
"No, it's...",give.opinion
"Sort of... Imagine Training Day, if you saw Training Day,",give.opinion
"so it's a sort of gritty LA cop drama,",give.opinion
so it's like Training Day meets Lord Of The Rings.,give.opinion
Right?,give.opinion
It sounds like he's making that up. No.,give.opinion
"They're like, ""Oh, Will's stupid.""",relax.atmosphere
"No, but...imagine that Lord Of The Rings was 4,000 years ago,",give.opinion
"but all of the creatures came forward into the modern day,",give.opinion
"so it's a modern-day rough LA cop drama,",give.opinion
"but there's orcs and there's fairies and there's elves,",give.opinion
as if they've come in to society.,give.opinion
"So it's really... It's essentially about racism, right?",give.opinion
"In a really interesting, bizarre, fun action way.",give.opinion
It does take about five or ten minutes to get your head round it...,respond.agree
"Yeah, yeah. ..and then, once you're in it, you're in it,",respond.agree
"cos the world is so complete. Yes, it's really bizarre.",respond.agree
"Joel Edgerton plays an orc,",give.opinion
and he's the first orc on the Los Angeles Police Department.,give.opinion
What's an orc? An orc. What is it?,open.question
"Come on, everybody knows what an orc is, Jamie!",relax.atmosphere
LAUGHTER,use.social.convention
"Now, having said that, I do know what orcs are,",respond.agree
but what is an orc?,open.question
"It's the... See, Jenna doesn't know either.",give.opinion
I don't know what an orc is.,respond.agree
It's the thing that Joel Edgerton is in the movie.,give.opinion
Put the picture...,give.opinion
"There it is, that's an orc. That's an orc. That's an orc.",give.opinion
That's an orc.,give.opinion
"Yeah, but a lot of them have bigger teeth.",respond.agree
You'll see. Yes.,respond.agree
"It's directed by David Ayer, who wrote Training Day.",give.opinion
"Yes, he wrote Training Day.",respond.agree
"He did Suicide Squad,",give.opinion
"so he's into that, you know, really weird stuff.",give.opinion
"It's a whole lot better than I'm sounding right now, trust me.",give.opinion
You're going to love it!,give.opinion
Here's a clip to demonstrate what we're talking about,give.opinion
"and this is you and Joel Edgerton, your orc partner,",give.opinion
preparing for a shoot-out. Mm-hm.,give.opinion
"I'm running out of patience, Officer Ward.",give.opinion
Let's give them the wand. What?,give.opinion
"Look, we're going to get everyone in here killed,",give.opinion
"and then he's going to take the damn wand, anyway.",give.opinion
I'm not giving that guy the wand.,respond.deny
Over my dead body.,respond.deny
He's going to have to kill me first.,respond.deny
So you want to die in a gunfight in a nasty-ass titty bar?,closed.question
I want to die. Let's do it right now.,give.opinion
We're going to titty-bar gunfight die.,give.opinion
"Let's do it, right here, right now.",give.opinion
You ready? I just wish your dumb ass was a better shot.,closed.question
"Let's go, on three.",give.opinion
"One... Let's do it. ..two, three.",respond.agree
SCREAMING,use.social.convention
Ooh!,use.social.convention
APPLAUSE,use.social.convention
I'm sure you are wearing some make-up in this film...,relax.atmosphere
"I know, yeah! Joel Edgerton's wearing a lot.",relax.atmosphere
It was terrible.,respond.agree
"Joel Edgerton, he had four hours a day in make-up. Wow.",give.opinion
"So he would do four hours, and then I'd show up like this.",give.opinion
"So, he would have the four hours and I'd come on set",give.opinion
"and go, ""Hey, all right, Joel, what's up?!""",give.opinion
"He'd go, ""Mm-mm. No.""",give.opinion
"So, yeah, I mean, I felt bad taking most of the money.",relax.atmosphere
LAUGHTER,use.social.convention
Yeah.,relax.atmosphere
APPLAUSE,use.social.convention
"You've got so many movies in the pipeline,",give.opinion
lots of things coming out -,give.opinion
"but, I notice, still no sign",give.opinion
of the Fresh Prince Of Bel Air reboot that everyone wants.,give.opinion
CHEERING,use.social.convention
They do! Man...,give.opinion
Make it for them!,give.opinion
"I'd have to be Uncle Phil, and that I wouldn't like.",relax.atmosphere
I'm going to be 50.,give.opinion
"""Come on, Aunt Viv! I'm 50. I can't go out on my own?""",relax.atmosphere
"No, you did...",give.opinion
"You did drive the fans wild, because you posted this.",give.opinion
"AUDIENCE: Whoo! Oh, yeah.",use.social.convention
"Did you bump into them, or...was it a reunion?",open.question
"So, every year, Karyn has a charitable event,",respond.agree
"and she hosts a lunch with the cast of the Fresh Prince,",give.opinion
"so we do that every year, and it will be 10 or 12 people",give.opinion
from around the world that have won this lunch... Wow.,give.opinion
"..so, that's in Los Angeles, and the people flew in",give.opinion
and we have the lunch with the fans who gave the most to charity.,give.opinion
And you mentioned you would play Uncle Phil.,give.opinion
A weird thing happened. Mm-hm.,give.opinion
"You - I think you were in Africa, and you bungee jumped.",closed.question
"I bungee jumped, yes. OK. Some people filmed this",respond.agree
"and then you filmed the rest - so, here you are.",respond.agree
"Yeah, I bungee jumped.",respond.agree
"So, there you go - and then you're filming yourself",closed.question
"on a GoPro or something... GoPro, yeah.",respond.agree
..and people noticed that if you freeze-frame it,give.opinion
at a certain point... Yes. ..you look remarkably like...,respond.agree
LAUGHTER,use.social.convention
"..James Avery! It's crazy, right?",give.opinion
Yes! Yeah.,respond.agree
"You are never bungee jumping again. Yeah, yeah!",respond.agree
It's all the blood rushing to my head.,give.opinion
"But that's really... Like, who's going through it frame by frame?",open.question
I love it.,respond.agree
"Right, Jenna Coleman's Christmas treat for us",give.opinion
"is Victoria, a Christmas special.",give.opinion
It goes out on ITV on Christmas Day at 9pm -,give.opinion
"and it's sort of perfect,",give.opinion
because so much of our Christmas came from Victoria... Uh-huh.,give.opinion
"..kind of that period. Yeah, from Albert, really,",respond.agree
"so it's before the Christmas tree was even in England,",give.opinion
"so there's a lot of, like, why on earth would you bring a forest",open.question
into your home for Christmas?,open.question
"It is an odd thing, but it's lovely. It is an odd thing!",give.opinion
"Yeah, and it was before Christmas cards were invented,",give.opinion
so you kind of see Christmas,give.opinion
becoming the Christmas as we now know it. Got it.,give.opinion
"So, you get that side of it, you get how they created Christmas,",give.opinion
but there's also this -,give.opinion
"and this is true, the story about her adopting the child.",closed.question
Yeah. Yeah.,respond.agree
"So, Victoria got an unexpected Christmas gift,",give.opinion
"which was a young girl called Sara Forbes,",give.opinion
who was going to be sacrificed,give.opinion
"and then got sent over to Victoria as a gift,",give.opinion
and Victoria decided to educate her. Sacrificed?,closed.question
This was from Africa? Yeah. OK.,closed.question
King Ghezo. King Ghezo. Of Dahomey.,respond.agree
"To... Yeah... So, he was going to sacrifice her,",give.opinion
"and then thought, ""Oh, no, Victoria would love this.""",relax.atmosphere
"I mean, it was unexpected!",respond.agree
And so difficult to wrap! Yeah.,relax.atmosphere
"There is a line, where she thinks it's going to be a baby elephant,",respond.agree
"and then she arrives into the room and there is complete confusion,",respond.agree
"because you're giving me a little girl,",give.opinion
and she developed this amazing relationship with this young girl,give.opinion
"throughout her entire life,",give.opinion
"and educates her, she becomes part of the court...",give.opinion
Did you know the story? No!,closed.question
I had never heard this story. Never heard this story.,respond.deny
"Extraordinary. Well, we're going to watch a clip.",give.opinion
"So, this is you and the girl, and...",give.opinion
Is there anything else you need to tell us about this?,open.question
"You didn't sacrifice her, though, right? No, no, no.",closed.question
Because I'm not going to watch that!,respond.deny
She lived a happy life.,give.opinion
Good. Well... Merry Christmas.,relax.atmosphere
"Here you all are, in a very Christmassy scene.",give.opinion
"Victoria, do you know that my mother, she taught me how to skate?",closed.question
Do you remember?,closed.question
"Ja. Ja, I remember.",respond.agree
"Perhaps one day, we could teach the Queen ourselves.",give.opinion
"Harriet, may I? No, thank you.",respond.deny
Are you coming?,closed.question
"Would you like to try skating, Sara?",closed.question
"No, thank you, Your Majesty.",respond.deny
But it's quite safe.,give.opinion
I promise. Victoria! Hurry! We are waiting.,give.opinion
I'm going to stay here with Sara.,respond.deny
Would you like to build a snowman?,closed.question
A snowman?,open.question
I'll show you.,respond.agree
Awww!,use.social.convention
APPLAUSE,use.social.convention
It gets much more exciting!,give.opinion
"It does get exciting, yes.",give.opinion
Presumably you didn't film this in winter? No.,closed.question
"I mean, see... Because, apparently, I do a lot of Christmas specials,",respond.agree
"I'm in Christmas for, like, six months of the year.",give.opinion
I've been having Christmas since July.,give.opinion
Snow business. Really?,give.opinion
And it's really hard to improvise in Victorian language,give.opinion
"about a snowman, I've discovered. Yeah.",give.opinion
"Yes, making small talk!",relax.atmosphere
"The thing is, you just went from school to Emmerdale. Yeah.",closed.question
You didn't go to drama school in between. No.,respond.agree
"Straight in? Yeah, I didn't know what I was doing.",closed.question
"Because it is one of those weird jobs were people kind of think,",respond.agree
"you learn it and then say it and that's the end of it,",respond.agree
but there's a lot of technical stuff.,give.opinion
"Yeah, there's like, ""Find your light,"" and you'd be like...",give.opinion
"Yeah, there really is, ""Find my light...?""",give.opinion
"You had a problem with marks, as well, hitting your mark. Oh, yeah.",open.question
"I could never hit a mark, because I'm not...",respond.agree
"I am a good multitasker, when you have to...",give.opinion
"I mean, throw in a prop and I'm totally lost... Yeah.",give.opinion
"..but it would always be like, ""Hit your mark,""",give.opinion
and I did a couple of days on Captain America,give.opinion
"and it was the first film I'd ever done,",give.opinion
"and it was all, like, really big,",give.opinion
and obviously the set-ups are massive,give.opinion
"and all I remember, I had obviously not hit my mark,",give.opinion
and I remember feeling someone like slap the bottom of my leg.,give.opinion
"""Go to your mark.""",give.opinion
"""You in MY mark, girl!",relax.atmosphere
"""That's my mark, move!""",relax.atmosphere
What was the thing on Doctor Who,open.question
"when it was another actor, I think it was his first job?",open.question
"Oh, yeah.",respond.agree
It was his first job out of drama school,give.opinion
"and you know what a sausage is, right?",closed.question
A sausage? Yeah. Like a...,closed.question
LAUGHTER,use.social.convention
You notice that she didn't ask me!,relax.atmosphere
I'm jealous!,relax.atmosphere
"Yeah, like...",give.opinion
"So, it's like 11 o'clock... Uh-huh.",give.opinion
Do you call it something different in America?,closed.question
We probably call it something different.,respond.agree
"Unless it's, like, meat, then we... OK.",give.opinion
..we probably call it something different.,give.opinion
There's obviously a big confusion somewhere... Yeah.,give.opinion
"..but...so, we call marks that are raised, here, a sausage.",give.opinion
"Yeah, we don't say that in the States. No?",respond.agree
"So, it's called a sausage mark.",give.opinion
Just don't do that. A sausage mark.,closed.question
"No, we call them raised marks. Really?",respond.deny
LAUGHTER Interesting.,use.social.convention
"Anyway, it was this poor guy's first day,",give.opinion
and it was like 11 o'clock and I was like -,give.opinion
"we were setting up a shot, and I was like, ""Can I get a sausage, please?""",give.opinion
"And I paid no attention, and then someone came and brought a mark",give.opinion
"and this guy was like, ""Oh, I'm so relieved.""",give.opinion
"He was like, ""I literally thought it was like 11 o'clock",give.opinion
"""and time for Jenna's morning sausage!""",give.opinion
Being a diva.,relax.atmosphere
Sausage! Sausage!,relax.atmosphere
"Sausage, please. ""Oh, man, listen,",relax.atmosphere
"""that girl don't get her 11 o'clock sausage...",relax.atmosphere
"""We ain't going to shoot nothing today!""",relax.atmosphere
"Jamie Oliver, famously, you were plucked from obscurity,",give.opinion
"you were just a sous chef, and then you got your own series.",give.opinion
"Now, I don't think I knew this - so, series one didn't go that well.",open.question
"Well, not the series. The programme one.",respond.deny
Don't write me whole series off!,relax.atmosphere
LAUGHTER,use.social.convention
"Yeah, it was the first one -",respond.agree
"I actually never wanted to be on telly,",give.opinion
so we did the first show and it was terrible.,give.opinion
"It was really, really bad.",give.opinion
AUDIENCE: Awww!,use.social.convention
"That was me before my face grew into my lips, all right?",relax.atmosphere
LAUGHTER,use.social.convention
"But, no, basically it was really bad, and I think...",give.opinion
"It's an interesting lesson to be learned about mistakes, or failure,",give.opinion
"or however you want to look at it, because then we went back,",give.opinion
we had to re-budget the programmes,give.opinion
"and, actually, that's when I started to look off camera,",give.opinion
"talk to the director, have a conversation,",give.opinion
"be myself, cut the music to the music of my record collection",give.opinion
"at home, and then be a bit more documentary about it,",give.opinion
"so, really, if it hadn't been for that massive terrible programme",give.opinion
that you have never and will never see...,give.opinion
"It must exist somewhere, has it not been...?",open.question
"There's probably some in the archives,",respond.agree
"but I've just got a feeling that... It was shot on tape,",give.opinion
"which is terrible, and it has aged badly",give.opinion
"and, also, there has been a fire",give.opinion
at the production company that owned it... That you started!,relax.atmosphere
LAUGHTER,use.social.convention
"You know, I'm the same, with the words and the sort of lingo",give.opinion
"that goes with filming, they used to shout, ""Speed!""",give.opinion
"And I'm just going, ""What is this drug problem?""",relax.atmosphere
LAUGHTER,use.social.convention
"""Check the gate!""",relax.atmosphere
"""We haven't got a gate!",relax.atmosphere
"""There's no garden!""",relax.atmosphere
"Now, here's the thing, the Fresh Prince,",closed.question
that was your very first acting job. Yeah.,respond.agree
You had never acted before. Never acted.,give.opinion
"So, presumably, you were doing that thing of just learning on set?",closed.question
"Yes, absolutely.",respond.agree
"Yeah, that was... I was very, very focused on being successful,",respond.agree
"so I learned the entire script and I learned everybody else's line,",give.opinion
"and I knew everything about it,",give.opinion
"and, if you watch, like, the first four or five episodes,",give.opinion
"you can see, I'm mouthing the other people's lines.",give.opinion
No way! Yeah.,use.social.convention
"I would be, like...",give.opinion
"If you said, ""No way,"" I would be like...",give.opinion
"I was like, ""Oh, my God!""",give.opinion
"It's, like, people... Nobody noticed,",give.opinion
because psychologically you're looking at the person,give.opinion
"who's talking, but it is terrible.",give.opinion
I can't bear to watch.,give.opinion
It makes me want to go back and watch them now. I know!,give.opinion
"Yeah. Going even further back,",respond.agree
"before the acting, before Fresh Prince, there was music.",closed.question
"There was music, yes.",respond.agree
I was going through my record collection only the other day...,give.opinion
"Oh, no. Tragedy. Oh, no.",relax.atmosphere
"..and this... Wow. ..unbelievably, this is 30 years old.",give.opinion
That is 30 years old. This is 30 years old.,give.opinion
Wow. DJ Jazzy Jeff and Fresh Prince.,respond.agree
CHEERING AND APPLAUSE,use.social.convention
How old... How old was Will Smith here?,open.question
"Yeah, I was 18 in that picture.",respond.agree
"Like, look at my face - like, what am I trying to accomplish?",relax.atmosphere
LAUGHTER,use.social.convention
"I tell you what,",relax.atmosphere
"you want your 11 o'clock sausage, that's what you want!",relax.atmosphere
LAUGHTER,use.social.convention
You had a hit record while you were still in high school.,closed.question
"Yeah, in high school. Yeah.",respond.agree
The single from this album is called Girls Ain't Nothing But Trouble.,give.opinion
Yeah! And...,respond.agree
"It's not true, it's not true.",relax.atmosphere
But it was the single that came out in the last month,give.opinion
"I was in high school, so I was a senior",give.opinion
and had a record out for probably about 30 days.,give.opinion
That is too much power for one man to have!,relax.atmosphere
"Didn't they play it at your prom? Yeah, it was...",respond.agree
"That's awkward, though, like, when you're in a place",give.opinion
"and, like, DJs think that's cool,",give.opinion
if you come in and they put your song on.,give.opinion
It just makes you look stupid.,give.opinion
"You can't be, like, ""Whoo!""",relax.atmosphere
"All of a sudden, you've got to be like, ""Yeah, yeah...""",relax.atmosphere
"And everyone is looking at you, like...",give.opinion
"""Is he gon' sing? Is he gon' sing?""",give.opinion
It's an awkward moment.,give.opinion
"DJs shouldn't do that. Oh, very good.",give.opinion
"Now, Jamie Oliver's latest -",give.opinion
"it's 5 Ingredients, Quick And Easy Food.",give.opinion
It's out now.,give.opinion
CHEERING AND APPLAUSE Now... Yeah. Yes!,use.social.convention
"It's the fastest selling book I have ever done,",give.opinion
"and that just means it's resonating,",give.opinion
and I am shocked at how the young kids have got into it,give.opinion
because it's kind of like cooking by numbers.,give.opinion
"It's, like, making Lego or something, you know? Yeah.",closed.question
"And, actually, I even got jumped on...",give.opinion
"..not jumped on, but I got complimented by an 80-year-old woman",give.opinion
"the other day, just saying - and she was clearly a good cook -",give.opinion
"just saying that she was using it, and her shopping was easier,",give.opinion
because it was less stuff to buy and all that kind of stuff. Yeah.,give.opinion
"OK, so, obviously, you could have made it six ingredients.",open.question
Yeah. Or maybe you could have made it four...,respond.agree
"I wrote it for four, originally. OK.",respond.agree
"Yeah, and then I kind of... You get back and you look...",give.opinion
Writing a book is quite an emotional thing for me,give.opinion
"for lots of strange reasons, it's quite a thing,",give.opinion
"and I'd done a good job on four,",give.opinion
"but then I didn't feel I was giving the British public what they needed,",give.opinion
"which was a bit of magic, so the fifth is the magic number,",give.opinion
"you can give it a little bit of a spank. Ooh, ooh!",give.opinion
Look at this!,give.opinion
"Oh, you had a little flick of the wrist, there, bam!",relax.atmosphere
Bam!,relax.atmosphere
"Look, there's your five ingredients, that's all that you need.",give.opinion
"Boom, boom, boom, boom, boom, ba-doom. Yeah. It's so clever.",give.opinion
"And that's the 11 o'clock sausage, right down at the bottom, there.",relax.atmosphere
Yes. LAUGHTER,use.social.convention
A little bit of chorizo in there.,give.opinion
It's smoky.,relax.atmosphere
"I have to say, I have overheard people talking about this book,",give.opinion
people you would never think in a million years,give.opinion
"would be buying a cookbook,",give.opinion
"but everyone just believes, ""Five ingredients,",give.opinion
"""surely I could do that.""",give.opinion
I think it's in tune with the public now,give.opinion
and the way we work and we live now. Let me see!,give.opinion
"Oh, yeah, have a look. Have a look. Yeah, have a look.",respond.agree
It's delicious.,give.opinion
"Not the book, obviously. You look so handsome!",relax.atmosphere
Thank you very much.,use.social.convention
Photoshop!,relax.atmosphere
"Will Smith, do you cook?",closed.question
Would you ever sit down and cook?,closed.question
I do now.,deflection
"Only five ingredients, I can do this!",give.opinion
"Jenna, do you cook?",closed.question
"Um, I... I... No. No.",respond.deny
LAUGHTER,use.social.convention
I'm a hazard cook.,relax.atmosphere
"If you have to say ""I"" four times...",relax.atmosphere
"""I... I... I..."" No.",relax.atmosphere
"No, you don't, you don't. No.",relax.atmosphere
Can you sign this for me?,closed.question
"Mm-hm. I mean... I haven't got a pen, but I could do blood.",relax.atmosphere
You'd do blood? For Will Smith...,closed.question
"Actually, you know, I'm good.",relax.atmosphere
"We should mention, Jamie's other holiday fare",give.opinion
"is the latest edition of Jamie & Jimmy's Friday Night Feast,",give.opinion
it continues next Friday on Channel 4 at 8pm.,give.opinion
"Whoo! Yeah. Oh, sorry!",relax.atmosphere
"Let's have a look at a clip, here we go.",give.opinion
"You only have to do this, like, once or twice a year.",give.opinion
You can make a batch and freeze it. Yeah.,respond.agree
"And when you come back from a gig, a few prawns...",give.opinion
You think I'm going to do this when I get home? I hope so!,respond.agree
"It's never going to happen, is it? No.",respond.deny
"I'll be doing this, ""Hello, is that the Thai takeaway?"" Yeah.",relax.atmosphere
LAUGHTER,use.social.convention
"Four, lemon grass...",give.opinion
..and for that... Ooh!,give.opinion
..we are going to give it a little spank.,give.opinion
"Did you just spank the lemon grass? Yes, I did.",closed.question
"That's the name of my new band, actually.",relax.atmosphere
APPLAUSE Not a lot of cooking.,use.social.convention
There was a little.,give.opinion
And you do... You film at the end of Southend Pier.,closed.question
"Yeah, it's a mile and a quarter out to sea, you know,",respond.agree
"you guys are coming in next year, thanks for confirming that.",relax.atmosphere
"You do get great guests, though.",closed.question
"We did get great guests,",respond.agree
"but, historically, it has always been people that are real foodies,",give.opinion
that's why they would come out... Right.,give.opinion
"..because it's an hour outside of London,",give.opinion
"but it is a different interview, a different vibe,",give.opinion
"to cook with someone is quite a precious thing,",give.opinion
"and you're just sort of tuning in to memories, moments,",give.opinion
"and we had a really nice mix of actors and singers and all sorts,",give.opinion
"but this year, I did get Luke Skywalker, Mark Hamill.",give.opinion
"Oh! Yes! And that was a moment for me,",respond.agree
because obviously he was a big part of my childhood.,give.opinion
Yeah. You are a proper Star Wars fan.,closed.question
"I am a proper... As is Jimmy, so we were kind of fighting -",respond.agree
"we were trying to get the lines in,",give.opinion
"and steal each other's lines to ask the question, but...",give.opinion
"..it was the most brilliant, and one of the hardest interviews",give.opinion
"I have ever done, because he's got so many stories,",give.opinion
"so, like, they're just tangenting all over the place... Yeah.",give.opinion
"..and me and Jim were trying to bring it back,",give.opinion
but it wasn't happening - but it was great.,give.opinion
It's like you can't get a word in edgewise.,give.opinion
"Mm-hm. Yeah, I know how that feels.",relax.atmosphere
LAUGHTER,use.social.convention
"Now, if you think Jamie Oliver's exaggerating",give.opinion
"about how much of a fan he is of Star Wars, here's a picture...",give.opinion
"This is you, this is Jamie taking a couple of his kids to school.",give.opinion
