U,L
"Yeah, last year.",respond.agree
"So nearly a year, you must be nearly finished.",give.statement
"Because I broke my ankle, we had to shut down completely.",recall
Now...,relax.atmosphere
We are about six weeks away.,give.statement
The ankle...,give.statement
"Are you fully recovered, are you well?",closed.question
It still broken but I'm doing well.,respond.deny
"You're kidding, is it still broken?",closed.question
"Yeah, it's not fully healed but we're shooting.",respond.agree
But that's nuts.,relax.atmosphere
"We've seen a picture, you're running and doing",give.statement
all the stuff again.,give.statement
Now...,give.statement
"We have a release date, so we've got to keep going.",give.statement
"Yeah, otherwise you'll end up going live.",relax.atmosphere
Yes.,respond.agree
On the night.,relax.atmosphere
LAUGHTER,use.social.convention
"Much better, it's much better.",give.statement
"So, you probably, I'm sure you all saw the footage.",give.statement
"It was in the papers and online, of the accident.",give.statement
Yes.,respond.agree
"I think we all kind of thought, how did you break an ankle doing that?",closed.question
It looked like you should have broken your jaw,give.statement
or something like that.,give.statement
"I know, everyone said that was the stunt.",relax.atmosphere
"I mean, I'm going to run across and hit the side of the wall",relax.atmosphere
and then pull myself over.,relax.atmosphere
That wasn't the mistake.,give.statement
So you were always meant to not land on the roof.,closed.question
"Yes, always.",respond.agree
"OK, so what you've done, you've brought us some footage.",give.staet
I think this is so cool to see this from a different angle.,give.opinion
I can't watch this!,relax.atmosphere
I haven't watched it yet.,give.statement
"Most of it's fine, there's one clip...",give.opinion
"I will warn you, it's not for the squeamish.",give.statement
Gross!,relax.atmosphere
"You see I'm wearing two wires, they're basically just safety wires",recall
because I go at full tilt and I'm sprinting as hard as I can and I hit,recall
the side of the wall and that's the stunt.,recall
"I hit the side of the wall and then I'm chasing after Henry, actually.",recall
LAUGHTER,use.social.convention
All his fault.,relax.atmosphere
"All his fault, I blame him.",relax.atmosphere
I hit the side of the wall and then I climb up,recall
on the wall and I'm supposed to run past camera.,recall
OK.,use.social.convention
This is the shot from behind you.,give.statement
Yes.,respond.agree
"You see the speed and the momentum of the run, and it's in London.",give.statement
There we go.,give.statement
So it keeping me up.,give.statement
"Here he goes, look at that.",give.statement
AUDIENCE GASPS.,use.social.convention
Now...,give.statement
It's good noise of the body.,relax.atmosphere
"But you get my point, you think how did you break a leg?",closed.question
Let's look at it from the side.,give.statement
This is from the side.,give.statement
"Oh, no!",relax.atmosphere
"This isn't a bad one, this isn't a bad one, Rebecca.",relax.atmosphere
This is from the side.,give.statement
Here we go.,give.statement
We shot it with three cameras.,give.statement
OK.,give.statement
"Here he goes, and boom!",give.statement
AUDIENCE GASPS.,use.social.convention
Now we've got the camera which focuses on the foot.,give.statement
"Now, if you are squeamish...",give.statement
Don't watch!,give.statement
Don't watch this.,give.statement
Si still hasn't seen!,relax.atmosphere
LAUGHTER,use.social.convention
They keep trying to show it to me and I'm like...,recall
No!,recall
"I mean, a bone doesn't pop out or anything but it is an odd angle",give.statement
for anyone's foot to be in.,give.statement
Nobody's foot should ever have to do this.,give.opinion
"Yeah, ever.",respond.agree
Oh my gosh.,relax.atmosphere
"Jumps at speed, that momentum...",give.statement
Here we go.,give.statement
Watch that.,give.statement
Watch this.,give.statement
Do it again!,relax.atmosphere
LAUGHTER,use.social.convention
"But here, here is why, here is why Tom Cruise gets",give.statement
"paid the big bucks, OK?",give.opinion
"Because this is it from the front angle, OK?",closed.question
"So you've just seen what happened to his foot, now watch this.",give.statement
I knew I broke it instantly.,recall
So you're down.,give.statement
"Anyone else would go, ""Well, that's over"".",recall
No.,respond.deny
"Up he gets, up he gets, and he's running.",give.statement
APPLAUSE,use.social.convention
I didn't want to do it again.,give.statement
No.,respond.agree
I didn't want to do it again and I knew instantly it was broken.,recall
"Run past camera, got the shot, it's in the movie.",recall
"That profile shot, both our shots were in the movie.",recall
And Henry...,recall
"Everyone said when you got up and ran out of shot,",recall
"""Oh, that's so him!""",recall
"To complete the shot like with your foot hanging off, that's so him!",relax.atmosphere
LAUGHTER,use.social.convention
"I just went and said, sorry guys, it's broken.",recall
"Take me to the hospital, it's broken.",recall
That's a wrap.,recall
"Everyone, the crew got on the phone and made",recall
their vacation arrangements.,recall
I made a baby.,relax.atmosphere
LAUGHTER,use.social.convention
"We had six months at least, I thought.",relax.atmosphere
"I told you it would be six months, I told you that!",relax.atmosphere
"And when this film finally ends, Henry Cavill...",relax.atmosphere
LAUGHTER,use.social.convention
We are going to miss each other.,relax.atmosphere
"But Henry, you're probably not going to miss your face furniture.",give.statement
"You're not fond of the face furniture, are you?",closed.question
"It's not that I'm not fond of it, it's just that...",respond.agree
Look at that.,give.statement
"If I'm walking past schools, people give me funny looks.",relax.atmosphere
LAUGHTER,use.social.convention
And it's tough to buy vans.,relax.atmosphere
Can't give children sweeties.,relax.atmosphere
Because you normally do that a lot!,relax.atmosphere
LAUGHTER,use.social.convention
"If you hang out the park long enough, why not?",closed.question
"Hey guys, I'm Superman, come and get some sweets!",relax.atmosphere
"I'm not a stranger, I'm Superman!",relax.atmosphere
LAUGHTER,use.social.convention
"I think he rocks it, very few men can carry that off.",give.opinion
"It's very good, but you know what's annoying about that?",closed.question
"That's like if Henry Cavill wore a stupid hat, you would think oh,",give.statement
that stupid hat looks really good on him!,recall
And it is not that.,give.statement
"He looks really good and if you put it on, it's a stupid hat.",give.opinion
"But now Simon, this is your fourth Mission Impossible?",closed.question
"It is, yeah.",respond.agree
"You've been working with Tom for what, over ten years now?",closed.question
12 years.,respond.agree
"We worked it out yesterday, didn't we?",closed.question
"Oh, wow.",respond.agree
It's 12 years this year.,respond.agree
So you know each other very well?,closed.question
Pretty well.,respond.agree
We've been in the trenches a long time.,give.statement
"Oh, yeah.",give.statement
Yeah.,respond.agree
So do you forget that it's Tom Cruise?,closed.question
Yes and no.,respond.agree
You kind of like...,give.statement
"On a day-to-day basis, we're working and we're friends",give.statement
"and it's fun and it's a job, but when we're out doing press",give.statement
"or whatever, I see Tom become Tom, the Tom people know.",give.statement
Like I've seen Tom become Tom Cruise.,give.statement
LAUGHTER,use.social.convention
Which is amazing.,give.opinion
What does that mean?,closed.question
"Is he Tom Cruise now, is this Tom Cruise?",closed.question
He smiles.,respond.agree
"Like when we were shooting in Paris, we'll be doing a scene",recall
"and then he'll just go, hey, how you going?",recall
"That's Tom becoming Tom, because he's very, very",give.opinion
good with his fans.,give.opinion
"I remember that night in Vienna when we were doing a recce,",recall
looking round and it took about ten minutes for 100 people,recall
to be around us.,recall
"He was so good with them, just waving and smiling.",recall
I'd be punching...,give.opinion
Spitting.,give.opinion
"No you wouldn't, Simon.",respond.deny
"That's very nice, thank you.",use.social.convention
"You did it for my sister as well, I think.",recall
"You do that thing where you just become maverick, you just smile.",recall
LAUGHTER That's Tom Cruise right there.,use.social.convention
"It is, that's him.",give.statement
There he is.,give.statement
I told you he was here!,relax.atmosphere
"Here is an odd thing, because Rebecca, your mother,",give.statement
is she famous in Sweden?,closed.question
She is famous in Sweden?,closed.question
"Well, no, she is not famous but she hung a lot",respond.deny
with the avant-garde cool people like Abba back in the day.,give.statement
Those avant-garde Abba people.,relax.atmosphere
LAUGHTER,use.social.convention
"They finally went mainstream, they really sold out...",relax.atmosphere
"But she worked with Abba, didn't she?",closed.question
So what she did was...,respond.agree
Do you know this?,closed.question
"This is good, I didn't know this.",respond.agree
No she did.,respond.agree
I think she was dating a man called Ron Spaulding and he took,recall
all of their cover images of their LPs.,recall
"Actually she is on one of the covers, which",recall
you apparently have.,give.statement
I do.,respond.agree
"So we all know this album, don't we ladies and gentlemen?",closed.question
"Abba, there they are in the back of the car drinking.",give.statement
We turn it around.,give.statement
"We turn it around, now, which one of these people is your mother?",closed.question
"If I do this, can you see the similarities?",closed.question
"Oh, yes.",give.statement
Here we go.,give.statement
"Rebecca Ferguson's mother's legs on an Abba album,",give.statement
ladies and gentlemen!,give.statement
APPLAUSE,use.social.convention
Beautiful!,relax.atmosphere
"And she helped to actually, not translate, but she went",give.statement
through all of the lyrics in Swedish and helped rewrite them,give.statement
"to English, Waterloo.",give.statement
Really?,closed.question
So if there's any mistakes it's her fault.,relax.atmosphere
"In fairness, it does make no sense but bless other trying!",relax.atmosphere
"So listen, the new Mission Impossible, it won't be coming out",give.statement
until the 26th of July.,give.statement
"Before then, the trailer's being released...",give.statement
Super Bowl.,give.statement
"February, is that the fourth?",closed.question
"The fourth, Super Bowl, we going to have a little 30 second",respond.agree
spot and then it's going to send everyone to the Internet,give.statement
and out in the theatres.,give.statement
And you've just announced the actual title.,give.statement
Mission: Impossible - Fallout.,give.statement
Fallout?,closed.question
Fallout!,respond.agree
"Fallout, yes!",give.statement
CHEERING AND APPLAUSE,use.social.convention
So we now know the title.,give.statement
Yes.,respond.agree
Do we know anything else about it?,closed.question
No.,respond.deny
"You know it's a kind of, it really is a story of...",give.statement
"It takes into account all the Mission Impossibles,",give.statement
"really, and it is a fallout of all the things that we did",give.statement
in the early Mission Impossibles.,give.statement
"Ethan in particular, yeah.",respond.agree
"Well, it's kind of the good things that we've done",give.statement
and they're using it now against us.,give.statement
OK.,give.statement
And obviously there's familiar faces?,closed.question
"Henry's an antagonist, the primary antagonist in the film.",respond.agree
Is that posh for a baddie?,closed.question
Well...,respond.deny
"I would say you have Lane who's the baddie, Sean Harris.",give.opinion
He's coming back from Rogue Nation.,give.statement
"Oh, OK.",give.statement
"And we have Michelle Monaghan and Angela Bassett, Vanessa Kirby.",give.statement
"Ving Rhames, of course, is back.",give.statement
"Yeah, yeah.",respond.agree
And you're back as Faust.,give.statement
"Forget those other people, I'm back again.",relax.atmosphere
And Benji Dunn is back.,give.statement
"Yes, of course.",respond.agree
"Do you have a name, Henry?",closed.question
Do I have a name?,closed.question
Yes.,respond.agree
Yes.,respond.agree
August Walker.,give.statement
Oooh.,relax.atmosphere
You had to be a villain.,give.opinion
Say it again.,relax.atmosphere
I didn't know it was August until about halfway,relax.atmosphere
"through the movie, though.",relax.atmosphere
"I was just referred to as Walker, and I was like, I saw the chair,",recall
"and I was like, hold on a second.",recall
My first name's August?,recall
LAUGHTER.,use.social.convention
"And McQ was like, yes.",recall
"Chris McQuarrie, who's writer-director and kind",give.statement
"of creative partner of mine, and it's his second",give.statement
Mission he is directing.,give.statement
"Mission: Impossible, obviously, you pays your money.",give.statement
"You want the big, big stunts.",give.statement
"Now, last time you watch on the show, you were kind",give.statement
of hinting at this big set piece in this movie that you,recall
spent years preparing.,recall
Yes.,respond.agree
"So I think you can tell us a bit more about it now, right?",closed.question
Now I can tell you a bit more.,respond.agree
"I spent really two years, McQ and I were talking",recall
"about a sequence, and it's an aerial sequence with helicopter.",recall
"And I've wanted, I've studied many different films, and...",recall
"So I went and I got my helicopter licence, and we are flying...",recall
One second there.,relax.atmosphere
I was surprised you didn't have a helicopter licence already.,give.statement
I'm sorry.,relax.atmosphere
"When they were telling me, and they said, and he got",recall
his helicopter licence.,recall
Really?,recall
I'm sure I've seen him flying helicopters before!,recall
Were you flying without a licence previously?,closed.question
Yes!,respond.agree
Not to get you in trouble or anything.,relax.atmosphere
"Oh, were you?",closed.question
Yes.,respond.agree
So no wonder you got it quickly.,relax.atmosphere
"I know, very fast.",relax.atmosphere
"OK, so you get the licence.",relax.atmosphere
"Yes, and then we just started really working the sequence to see,",recall
what can we do practically.,recall
"I mean, I think in terms of action, this is probably the largest",recall
practical action film ever shot.,recall
"Like when you look at the film, there is no CGI.",give.statement
"So we are going through Paris, the motorcycle, it is just",recall
"full on, cars, you know, we are all doing our own stunts.",give.statement
And the helicopter sequence is just incredibly exhilarating,give.opinion
and very dangerous.,give.statement
"So there's really only one country that would allow us to do it,",give.statement
where we had to build special camera rigs for the helicopter.,give.statement
"So I got my licence, and we just, I trained up on aerobatics.",give.statement
And it's different.,give.opinion
"I fly aerobatics in aeroplanes, but helicopters are very different.",give.statement
"So we are flying very low, very close to rock faces,",give.statement
"and a chase, and I'm chasing Henry into sequence.",give.statement
And we've got some pictures of it here.,give.statement
So that's you.,give.statement
Is this the end of the sequence or the beginning?,closed.question
I think we've got these pictures the wrong way round.,give.opinion
"No, it's...",respond.deny
I can't tell you that right now.,deflection
OK.,give.statement
Well I just think this might be out of...,give.opinion
Henry is hanging out of the helicopter.,give.statement
There is Henry back there.,give.statement
He is hanging out.,give.statement
He's not even flying a helicopter!,give.statement
Really!,relax.atmosphere
That's totally ruined my bit.,relax.atmosphere
Because we are doing aerobatics.,give.statement
"At least I know my own fate, you know?",relax.atmosphere
He was there at times...,relax.atmosphere
"I was on his tail, like a foot of his tail rotor at times.",recall
He had no idea.,give.statement
"There were times when I genuinely thought, I was like, OK,",recall
this is how it goes.,recall
But at least I get killed by Tom Cruise.,relax.atmosphere
It'll make the papers.,relax.atmosphere
"Henry's lucky, because he can actually fly anyway.",relax.atmosphere
"Yes, of course.",relax.atmosphere
LAUGHTER.,use.social.convention
APPLAUSE.,use.social.convention
So here you are flying.,give.statement
"I'm guessing that must be after this next bit,",give.statement
"because this next picture, you're on the outside.",give.statement
So someone must be flying that helicopter.,give.statement
It can't be...,give.statement
Please tell me you didn't get out of a helicopter while it was going?,closed.question
So that's you.,relax.atmosphere
"And that is you, hanging off a helicopter.",relax.atmosphere
Yeah.,give.statement
"But this next picture, one, it is just a beautiful picture.",give.opinion
But it's crazy.,give.opinion
So that's you.,give.statement
Yes.,respond.agree
"I mean, that's...",give.opinion
"I know, right?",relax.atmosphere
I can tell by this you're quite high.,give.statement
We were on the ground that day.,recall
"We're the ball, hanging underneath.",recall
The rest of the cast!,relax.atmosphere
"And because, you know, Tom does all this stuff.",give.statement
Does that mean that you guys have to say yes to everything?,closed.question
"Fucking hell, yeah!",relax.atmosphere
LAUGHTER.,use.social.convention
They want to.,give.statement
They can't wait.,give.statement
You can't get these guys out of the stunt room.,relax.atmosphere
Do you know what?,closed.question
You can't.,respond.agree
Henry's like in the helicopter.,give.opinion
He is loving it.,give.opinion
You were freezing in that helicopter.,give.statement
"Oh, helicopter's cold, yeah.",respond.agree
"It's New Zealand winter, and the doors were open.",give.statement
You posted a picture on your Instagram of you doing,give.statement
a stunt which looks very painful.,give.opinion
I think it's you being lowered down a cliff by your nipples.,give.statement
LAUGHTER.,use.social.convention
That's his holiday.,relax.atmosphere
I don't know how they wrote that into the script.,relax.atmosphere
That's not in the script.,relax.atmosphere
I love the stiff neck and the thumb.,relax.atmosphere
I'm fine!,recall
It's one of those moments where you're being lowered off,give.statement
this 1800-foot cliff.,give.statement
A very famous one.,relax.atmosphere
"Yeah, one of those moments.",relax.atmosphere
As you do.,relax.atmosphere
"I know I'm perfectly safe, because the stunt crew",give.statement
is absolutely fantastic.,give.statement
"The Eastwood team is really good, and you trust the harness",give.statement
and they've all triple checked everything.,give.statement
But it's still 1800 foot and you're walking off backwards.,give.statement
And they're not doing it.,relax.atmosphere
"It's so high, and the boats at the bottom in the fjord",give.statement
are about this big.,give.statement
That it looks like a painting.,give.statement
And so you lose all sense of like fear and adrenaline,give.statement
"for the height, and you start thinking, if I were to fall,",give.statement
"could I like squirrel suit with my, and make it all the way",give.statement
"to the water, maybe just like skim.",give.statement
You've been in Superman too much!,relax.atmosphere
It's got to you.,relax.atmosphere
"And Rebecca Ferguson, obviously, you know, with child now,",give.statement
so that makes stunts harder.,give.statement
"But even when you did the last movie, you seemed quite unsuited.",closed.question
You did suffer from vertigo going into these?,closed.question
"Oh, yeah.",respond.agree
"I mean, that is a bizarre thing, to say yes to being",give.opinion
in one of these films.,give.opinion
"Well, I didn't really know what I was saying yes to.",respond.agree
OK.,give.statement
Because I didn't really know how these films were made.,give.statement
"You know, when I was on a camel in the desert...",give.statement
We explained it to you!,relax.atmosphere
Very quickly!,relax.atmosphere
"And then the first day of shooting, Tom, what did we do?",closed.question
We jumped off a building.,respond.agree
Yeah.,respond.agree
The first day of shooting.,give.statement
I think we've got a picture of you.,give.statement
So that's...,give.statement
That's me swearing and shouting the naughtiest words ever.,give.statement
In my ear.,relax.atmosphere
In your ear.,relax.atmosphere
"""I'm so sorry!""",recall
"""Swear, swear, swear.""",recall
"""Did I say that?""",recall
"""I'm so sorry, I apologise, I'm just so f...""",recall
The worst words ever.,give.statement
"And then we jumped off, and he just looks at me",recall
"in the Tom Cruise kind of way, and he goes, ""Welcome to Mission.""",recall
LAUGHTER.,use.social.convention
I don't remember saying that.,give.statement
I do not remember saying that.,give.statement
No way!,relax.atmosphere
That is way too cheesy.,give.opinion
I would never say that.,give.opinion
You said it to all of us!,relax.atmosphere
"I remember my special day, too.",relax.atmosphere
"Now, normally, ladies and gentlemen, on a show like this,",give.statement
we would show a clip of Mission: Impossible.,give.statement
But you haven't finished the film yet.,give.statement
I'm sorry.,give.statement
So it's not going to happen.,give.statement
So we thought we'd make a snatch of one of our own.,give.statement
"One of the most iconic stunts that you do, Tom, is the running away",give.opinion
from something exploding.,give.opinion
You're very good at it.,give.opinion
Thank you.,use.social.convention
We've got some stills.,give.statement
Running away from a van.,give.statement
That's in the Channel Tunnel there.,give.statement
"This is the exploding fish tank, there you go.",give.statement
"Do you know, I've just noticed.",give.statement
That's a very good move.,give.opinion
I like that.,give.opinion
Touchdown.,relax.atmosphere
Score!,relax.atmosphere
That is very good.,give.opinion
"And presumably timing is key, because these are real explosions.",give.statement
They are real explosions.,give.statement
That one was particularly very crazy.,respond.agree
Was this the one where no one properly told you the timing?,closed.question
"Yeah, the guy was over there, and he said, OK, we're",respond.agree
going to go on three.,recall
"And he started going, three, two...",recall
"And I said, wait, stop!",recall
We have an explosion that is going to go over my head.,recall
"And I said, you just said on three.",recall
"He said, I meant three.",recall
What does that mean?,recall
"I said, everyone, just please.",recall
It was like two in the morning and he's setting it up,recall
and there is glass and just tonnes of water.,recall
"He said, well, I'm going to go, three, two, one.",recall
"And I said, do I go then, do I go on one?",recall
"Like, when do I go?",recall
Are you going to push the button on one?,recall
"It was, you know.",recall
He kind of looked at me like...,recall
I don't know.,recall
I'm not sure.,recall
Around then!,recall
Just go.,recall
Just run!,relax.atmosphere
"When you hear the explosion, just go!",relax.atmosphere
"You really ought to run, because it's very dangerous!",relax.atmosphere
"It's very dangerous, I'd run really fast if I were you.",relax.atmosphere
"If I was you, I wouldn't hang around.",relax.atmosphere
"Well, what we've done is, we've got a green screen here,",give.statement
so we can raise up the green screen at great speed.,give.statement
LAUGHTER.,use.social.convention
APPLAUSE.,use.social.convention
"While we're waiting for that, we're going to get some members",give.statement
of the audience to do this.,give.statement
"But in terms of this, Tom, what they're going to do...",give.statement
They're going to start back there.,give.statement
"They're going to run to here, and then what have they got to get,",give.statement
height and presumably facial expression?,closed.question
"So in terms of jumping, what's the best way to get height?",closed.question
Are they going to land on the mats?,closed.question
That's the idea.,respond.agree
"First of all, watch your ankle on the mat.",relax.atmosphere
He knows this.,relax.atmosphere
He knows this!,relax.atmosphere
Let's get people to do this.,give.statement
We'll get to you.,give.statement
"Now, who wants to do it?",closed.question
You want to do it?,closed.question
What's your name?,closed.question
Jamie.,respond.agree
This is Jamie.,use.social.convention
He's not going well.,relax.atmosphere
Watch your ankle!,relax.atmosphere
Come this way.,relax.atmosphere
"You shouldn't let him do it, he fell off the step!",relax.atmosphere
Up you go.,give.statement
"So, Tom, tips for Jamie.",give.statement
What sort of facial expression should he go for?,closed.question
Just whatever feels natural.,respond.agree
"The most important thing is, don't get blown up.",give.statement
So I'm trying not to get blown up?,closed.question
Yes!,respond.agree
I'm escaping.,give.statement
"You're escaping, but you're brave.",respond.agree
He's brave.,give.statement
You can't look terrified.,give.statement
"You're frightened, but you're still brave.",give.stae
I'm not going to go too high?,closed.question
I'll do it for you!,give.statement
I like that.,give.statement
I'm not going to go too high!,relax.atmosphere
Do what you feel comfortable.,give.statement
"So, what's the countdown?",closed.question
"Is it three, two, one?",closed.question
"Three, two, one, go!",respond.agree
OK.,give.statement
So you're going on one.,relax.atmosphere
On three.,relax.atmosphere
What?,relax.atmosphere
Three.,relax.atmosphere
"No, one!",relax.atmosphere
"You do it, Simon.",give.statement
"OK, here we go, Jamie.",give.statement
"Three, two, one, go!",relax.atmosphere
"That was good, Jamie!",give.opinion
Excellent.,give.opinion
That was very good.,give.opinion
"OK, well done, Jamie.",give.statement
Shall we see it?,closed.question
Have a seat.,give.statement
Let's see it.,give.statement
"He's running, he's running...",give.statement
He looked like he was loving it!,give.opinion
Loving life!,relax.atmosphere
Do we have a woman who'd like to do it?,closed.question
You'd like to do it?,closed.question
Here you go.,give.statement
Are you all right in that dress?,closed.question
"Yeah, it's fine.",respond.agree
What's your name?,closed.question
Maddie.,respond.agree
"OK, here comes Maddie.",give.statement
"Now, so, you saw Jamie.",give.statement
So it's very important that you just piss all over that.,relax.atmosphere
LAUGHTER.,use.social.convention
"So women just do it the same, right, Rebecca?",closed.question
"Yes, we do.",respond.agree
"And think up, OK?",closed.question
I want you to think up.,give.statement
We're looking for elevation.,give.statement
And relax your face.,give.statement
Jamie was like a stone.,relax.atmosphere
"One thing Jamie did, which you saw in the playback,",relax.atmosphere
was it looked like Jamie did a really big fart.,relax.atmosphere
That exploded.,relax.atmosphere
Don't do that.,relax.atmosphere
"OK, here goes Maddie.",give.statement
"Three, two, one, go!",give.statement
APPLAUSE.,use.social.convention
"Oh, that's going to be good.",give.opinion
Well done.,give.opinion
Have a seat.,give.statement
They're not nice like you.,relax.atmosphere
Here's Maddie.,give.statement
Super cool Maddie!,give.opinion
Shall we do one more?,closed.question
One more.,give.statement
Let's get someone.,give.statement
You'd like to do it?,closed.question
"Oh, you'd be so good at it.",give.statement
"Come on, have a go.",give.statement
What's your name?,closed.question
Evelyn.,respond.agree
OK.,give.statement
"They're rooting for you, Evelyn.",give.statement
"Can I just say, you're OK?",closed.question
You're fit?,closed.question
Yes!,respond.agree
OK.,give.statement
"Right now, you're fit?",closed.question
"At the moment, you're OK.",give.statement
You've seen the others.,give.statement
"I think the important thing is, particularly because you look",give.opinion
"so beautiful, big face at the end, OK?",closed.question
"So we're looking for height here, Evelyn.",give.statement
Height and then forward.,give.statement
OK?,closed.question
You're good.,give.statement
OK.,give.statement
This is Evelyn going for it.,give.statement
"Three, two, one, go!",give.statement
"Well done, Evelyn!",give.opinion
"Well done, that woman.",give.opinion
Are you all right?,closed.question
There we go.,give.statement
