U,L
" Eddie Murphy, funny guy! -- that is  Eddie Murphy. When did you do the DJ",recall
" work? Before I was a stand-up, I am  from New York and that is what we",closed.question
" did back then, we were disciples of  Grandmaster Flash and all of these",respond.agree
" guys, we would watch the DJs and we  would pool money and get equipment",recall
 and we would play block parties. And  we would broke niggers -- rap.,recall
" Somebody shows pictures of you DJ  in, you are looking like the ball",give.opinion
 boy at Wimbledon! It does not  suggest cool! You are great looking,relax.atmosphere
 kid! DJ...? DJ Dris? I did that to  science... I do Dris when I am in,closed.question
" bars, wrapping, but mainly Idris  Elba! Everybody was Gary Dempsey at",respond.agree
" one point! Everybody loved a bit of  that! Kate, what was your DJ name?",relax.atmosphere
 Frilly knickers! It definitely was  not. I have never had a DJ name and,relax.atmosphere
 I have never heard you. You have to  invite me! I will! Really good.,relax.atmosphere
" Amazingly, we must also mention...  It is a 20th anniversary of Titanic!",give.statement
 20 years!  APPLAUSE.,use.social.convention
" In my head, that is a new release!  Yes, 20 years, I am old, 42! I had",give.opinion
 my 21st birthday on that shoot. I  remember the amount of cake that I,relax.atmosphere
" bet. 20 years later, the love for  those characters is still so",give.opinion
" intense. Tell us about the auction,  the dinner with yourself and",respond.agree
" Leonardo? Recently, back in July, I  was doing some fundraising for a",recall
 cancer sufferer who desperately  needed life-saving treatment and I,recall
" was so desperately trying anything  and I called Leo and I said, can we",recall
" do dinner with Jack and Rose, how  can I pull this off? He said, we",recall
" will do better, and his foundation,  which is completely unbelievable, he",recall
 has an annual fundraiser in St  Tropez and I said we will auction,recall
 Jack and Rose for dinner. And we  will make those funds. And I thought,recall
 that would be incredible. And we  raised $1.35 million.,recall
 APPLAUSE.  That is amazing! The Evening,use.social.convention
" Standard so quickly, it suddenly  happened and I could night -- could",recall
" not quite work things out, we ended  up selling three separate dinners.",recall
 What can I say? Did that include the  tip? It does include a life jacket.,closed.question
 James Cameron very kindly... I  called him and I said can you send,give.statement
" us a life jacket and he did, he sent  us a life jacket and we need another",recall
 two! Jack and Rose and a life  jacket! You make it sound like a,recall
" bargain! It sounds so lovely,  because the friendship between you",closed.question
" and Leonardo DiCaprio, it is real?  It is not just show business, you",respond.agree
" went through so much? It really is  like family, jolly lucky to have",give.opinion
 such an amazing friend. Such a  namedropper! He is probably so,relax.atmosphere
 completely sick of it! I love Leo!  Did you do Titanic material? No! I,relax.atmosphere
" don't do it now, I loved Titanic. It  was amazing! I was actually in the",relax.atmosphere
 land! I played the violin! -- in the  band. We must mention another film,relax.atmosphere
" viewers, this is Woody Allen's  latest film. I am in that, also! It",give.statement
" is a period piece. It is set in 1950  in Coney Island and I play Jenny,",give.statement
 she is an oyster bar waitress with a  lot of regrets in her life and is on,give.statement
" her second marriage, living a life  she never imagined she would, her",give.statement
" young son is apparent maniac and she  meets and falls in love with Mickey,",give.statement
" the lifeguard, played by Justin  Timberlake, and he also meets my",give.statement
" stepdaughter, aged 22, younger and  wittier, and it starts to make for a",give.statement
" rather strange and terrible things.  Woody Allen, he makes these movies,",give.opinion
" he makes them and it's for quite a  low budget. Yes, they are very low",closed.question
" budget which is quite hilarious.  What happens, you end up sharing",respond.agree
 trailers. I shared a trailer with  Justin Timberlake. It's a very hard,relax.atmosphere
 life! And I was sent up a mountain  with Idris Elba! Anyone else? There,relax.atmosphere
 was a tiny thin bit of plasterboard  partitioning between the different,recall
 ends of this small trailer. I would  take my own cattle in each day. I,recall
" would hear him weeing each morning.  ""Morning, Justin Timberlake."" And he",recall
" starts singing and then I think, I  quite like my life. Very cool. I",relax.atmosphere
" don't think you're supposed to talk  through the partition, you're",relax.atmosphere
 supposed to pretend it's solid. I  know! I heard everything! We've got,relax.atmosphere
" a clip, Woody Allen chose it and  send it to us because the film comes",give.statement
" out later this year. I knew I'd find  you here, why aren't you in school?",closed.question
" I wanted to see this picture. You  can't not go to school. Jesus,",respond.agree
" Ritchie, this is why you're in  summer school. I don't like school.",give.statement
 Doesn't matter if you don't like it.  I don't like waiting on tables. Some,give.statement
 things you have to do whether you  like it or not. I want to watch the,closed.question
 picture. Where did you get the  money? I'd took 20 cents out of his,respond.agree
 pants when he was asleep. You stole  from your father? He's not my father,closed.question
 and I hate him! Don't say that! He's  a good person. Why does he hit you?,respond.deny
 He doesn't hit me. When he gets  drunk he hits everybody but he,give.statement
 hardly drink is any more. -- hardly  drinks.,give.statement
" Right, it's time to meet our  musical guest tonight.",give.statement
" With his bands Oasis and Beady Eye,  this Britpop legend became one",give.statement
 of the most iconic frontmen  of all time.,give.statement
 Here performing For What It's Worth  from his debut solo,give.statement
" album, As You Were -  it's Liam Gallagher!",use.social.convention
 # In my defence all my  intentions were good.,misc
 # And heaven holds a place somewhere  for the misunderstood.,misc
 # You know I'd give  you blood if it'd be enough.,misc
 # Devils on my doorstep  since the day I was born.,misc
 # It's hard to find a sunset  in the eye of a storm.,misc
 # But I am a dreamer  by design and I know in time,misc
 # For what it's worth  I'm sorry for the hurt.,misc
 # I'll be the first to say I've  made my own mistakes.,misc
 # For what it's worth I know it's  just the word and words betray.,misc
 # Behind the lens is  a poison picture you paint.,misc
 # And let's not pretend  you were ever searching for saints.,misc
 # Cause I've been crucified  for just being alive.,misc
 # Somewhere in the crossfire  of this whispering war.,misc
 # Seems that I forgot just  what I was fighting for.,misc
 # But underneath my skin there's  a fire within still burning.,misc
 # For what it's worth  I'm sorry for the hurt.,misc
 # I'll be the first to say I've  made my own mistakes.,misc
 # For what it's worth I know it's  just the word and words betray.,misc
 # The first bird to fly  gets all the arrows.,misc
 # Let's leave the past behind  with all our sorrows.,misc
 # I'll build a bridge between us  and I'll swallow my pride.,misc
 # For what it's worth  I'm sorry for the hurt.,misc
 # I'll be the first to say I've  made my own mistakes.,misc
 # For what it's worth I know it's  just the word and words betray.,misc
" Thank you. The mighty Liam  Gallagher. Come on over, sir. Just",use.social.convention
" you. Liam Gallagher, hello. There  you go. You know everyone. Very",use.social.convention
" good. Sit down. Well done, sir.  Congratulations. On the what? Your",use.social.convention
" new record! It's not out yet but  it's all right. I'm doing what I do,",closed.question
" know what I mean? In television  world it's true, the album is out",respond.agree
" today. Oh, yeah is out today, yeah.  LAUGHTER",use.social.convention
 You can colour it in. You get a  colouring that. You can just colour,give.statement
" it in. It's something you said you'd  never do, a solo album. Yeah because",give.statement
" I prefer to be in a band, know what  I mean? It's better when you're with",closed.question
" the lads, even though they are over  there. Now I've got to do all of",respond.agree
" this chatting! He's a god, kind of  thing. It's nice to be making music,",relax.atmosphere
 that's for sure. On the tour you are  going to be back in the band. Yeah.,closed.question
 How quickly do the tourists sell  out? I think it was about maybe an,respond.agree
 hour -- the tours. As real good. Not  as fast as yours. The American one,respond.agree
" is still going. You keep all of the  money, huh? Yeah, got a lot of",relax.atmosphere
" outtakes, know what I mean. Got to  play a lot of bills.",relax.atmosphere
" Making the record, here tonight you  got the strings. What have you got",closed.question
" against saxophones? They're is a bit  creepy, a bit dim Faye, I think. You",relax.atmosphere
 know something's going down. -- a  bit pervy. Somebody got it out and I,relax.atmosphere
" said, put it away, mate. He said, it  will sound like a guitar and I said,",relax.atmosphere
" there a guitar over there, and it  sounds like a guitar. I find it a",relax.atmosphere
" bit odd. So, there are no saxophones  on the record. No saxophones.",relax.atmosphere
" Liam, you and Twitter...  Why do you stay on Twitter?",open.question
" I like winding people up, man.  Without a doubt, man.",respond.agree
 You really do.  Without a doubt.,respond.agree
 That's what it's about.  Know what I mean?,closed.question
" Everyone's a bit square  at the moment, aren't they?",closed.question
 Everyone is a little bit  serious and miserable.,give.opinion
 Know what I mean?  I do like winding people up.,closed.question
" And I can take it, I do  like a wind-up back.",respond.agree
 But it's a bit...  A lot of these rock and roll stars,give.opinion
 these days are coming  and just getting the cheque.,give.opinion
 Imagine Keith Moon drumming his arse  off and then going home.,give.statement
" You boot a few things  and that, don't you?",closed.question
 Know what I mean?  And the tweets...,closed.question
 Some of them are a little bit out  of order and I do apologise.,use.social.convention
 But...  You know?,closed.question
 A bit?  There was a time recently,closed.question
" when you were hacked.  It's still going on, that.",relax.atmosphere
 There's a police investigation.  But previously...,relax.atmosphere
 LAUGHTER.  You had tweeted Noel.,use.social.convention
" And I remember, how real is that?  Is that a game?",closed.question
 And then you slap each other  on Twitter and then you phone each,closed.question
 other up and have a laugh?  No.,respond.deny
" That's well for real, man.  Is it really?",closed.question
" We don't like each other, man.  A lot of people think we're waiting",give.statement
 around for a few more noughts  on the end but they've already,give.statement
 offered us loads of money.  Like millions and millions.,give.statement
" It's not about the money, is it?  Know what I mean?",closed.question
 Yeah.  The age gap is five years. When your,respond.agree
" kids, five years is a big age gap.  It started off come he bought a",give.statement
" stereo once, he was working and I  had my first drink and I got up in",respond.agree
 the middle of the night and he had  his sound system. I was looking for,recall
" the lights, my head was spinning and  I thought, I can't find the lights,",recall
" and I thought fuck it, and I'll piss  here and I tempt WWE all over his",recall
" set. That's where it started -- and  I pissed all over his set. I said,",recall
" it could have been worse, it could  have been in your mouth. Got away",recall
" lightly, I think.  Me and Liam have squared away.",recall
 Only for ten minutes.  Because you threw my,recall
" hat across a bar.  No, you started it.",respond.deny
" He got excited.  Did Liam piss in your hat, Idris?",relax.atmosphere
" He gave a feel of my hair.  No, I didn't.",respond.deny
 I gave him a hug.  He didn't like that,recall
 because he loves his hair.  And then he took my hat off.,recall
" So we had a little bit of...  But we're all good, now.",recall
 Great!  We'll leave it there!,use.social.convention
" Thank you so much, Liam Gallagher.  Good luck with the record and the",use.social.convention
" tour. The, stay. -- Liam. We're  still on the telly! We've got to go",use.social.convention
 to the weather and the local news  now.,use.social.convention
" Right, that's nearly it,  but before we go, just time",use.social.convention
 for a visit to the big red chair.  Who is there? What's your name?,use.social.convention
" Rosamond. Where are you from? New  Zealand. Oh, New Zealand. Do you",use.social.convention
" live here? Yes, just moved here.  What are you going to do? I work in",closed.question
" recruitment and HR. Goodness, that's  quite dull! A couple of years ago",respond.agree
 when I was at university with my  boyfriend he was doing a paper where,recall
 he had to wear a heart monitor for  the weekend. He stayed in and I went,recall
" out, I came home at 4am, as you do,  I woke him up... We knew where that",recall
" was going, didn't we? He'd been  shagging someone else because the",recall
" heart monitor would have gone up.  No, Liam, no. Its choices and",recall
" consequences. You chose to flip her,  and now look. We're dying to hear",recall
" the rest of her story. Can I go now?  No, said! -- sit. Who is next?",recall
" Hello. No, it's too late, that was  Chris Rock! Concentrate, everybody.",recall
 Hello. What's your name? Surely.  What do you do? I'm a beauty,recall
 therapist. In London? Yes. Lovely.  I'm from Malaysian. How long have,recall
 you been here? 20 years. You must be  good at beauty therapy? I'm all,recall
" right. A ringing endorsement! On you  go. OK, I went to a yoga class one",recall
" day with my new sports bra top,  which is a light blue colour. I'm",recall
" feeling good about myself, 20  minutes later I go into the class",recall
 and I look at the reflection and the  top has turned into deep blue,recall
" instead of light blue in a  particular area, on the nipples,",recall
 which is when I realised that they  don't have any glands and there is,recall
" no sweat. I've panicked, I started  rubbing it hopefully to blend in the",recall
" sweat but it actually got worse, so  the nipple turned hard. LAUGHTER",use.social.convention
 I had two direct nipples. That was  the longest yoga class ever! We love,use.social.convention
" her even more!  Well done, everyone.",use.social.convention
" If you'd like to join us on the show  and have a go in the red chair,",use.social.convention
 you can contact us via our website  at this address.,use.social.convention
 That's it for tonight.  Please say thank you to my guests.,use.social.convention
 Liam Gallagher.  Chris Rock.,use.social.convention
 Idris Elba.  And Kate Winslet.,use.social.convention
" Join me next week with pop star  Niall Horan, comedian Matt Lucas,",use.social.convention
" Breaking Bad's Bryan Cranston,  Hollywood stars Colin Farrell",use.social.convention
" and Nicole Kidman and,  for the first time, the legendary",use.social.convention
 Jane Fonda!  I'll see you then!,use.social.convention
 Goodnight.,use.social.convention
